91,13467288,ovf,Sat Jun  1 10:08:46 2019
92,13480722,ovf,Sat Jun  1 10:08:48 2019
93,13480722,ovf,Sat Jun  1 10:08:49 2019
94,13480360,ovf,Sat Jun  1 10:08:50 2019
95,13478178,ovf,Sat Jun  1 10:08:51 2019
96,13474910,ovf,Sat Jun  1 10:08:52 2019
97,13474184,ovf,Sat Jun  1 10:08:53 2019
98,13472732,ovf,Sat Jun  1 10:08:54 2019
99,13472732,ovf,Sat Jun  1 10:08:55 2019
100,13473820,ovf,Sat Jun  1 10:08:56 2019
101,13472732,ovf,Sat Jun  1 10:08:57 2019
102,13460400,ovf,Sat Jun  1 10:08:58 2019
103,13438692,ovf,Sat Jun  1 10:08:59 2019
104,13493820,ovf,Sat Jun  1 10:09:00 2019
105,13510958,ovf,Sat Jun  1 10:09:01 2019
106,13507672,ovf,Sat Jun  1 10:09:02 2019
107,13491636,ovf,Sat Jun  1 10:09:03 2019
108,13498192,ovf,Sat Jun  1 10:09:04 2019
109,13501836,ovf,Sat Jun  1 10:09:05 2019
110,13505848,ovf,Sat Jun  1 10:09:06 2019
111,13506212,ovf,Sat Jun  1 10:09:07 2019
112,13518264,ovf,Sat Jun  1 10:09:08 2019
113,13520822,ovf,Sat Jun  1 10:09:09 2019
114,13518628,3048780544,Sat Jun  1 10:09:10 2019
115,13512052,1901140736,Sat Jun  1 10:09:11 2019
116,14024066,ovf,Sat Jun  1 10:09:12 2019
117,14267778,ovf,Sat Jun  1 10:09:13 2019
118,14255168,ovf,Sat Jun  1 10:09:14 2019
119,14257200,ovf,Sat Jun  1 10:09:15 2019
120,14111936,ovf,Sat Jun  1 10:09:16 2019
121,14007564,ovf,Sat Jun  1 10:09:17 2019
122,13955176,ovf,Sat Jun  1 10:09:18 2019
123,13955956,ovf,Sat Jun  1 10:09:19 2019
124,13960242,ovf,Sat Jun  1 10:09:20 2019
125,13935340,ovf,Sat Jun  1 10:09:21 2019
126,13913624,ovf,Sat Jun  1 10:09:22 2019
127,13913238,ovf,Sat Jun  1 10:09:23 2019
128,13919822,ovf,Sat Jun  1 10:09:24 2019
129,13924862,ovf,Sat Jun  1 10:09:25 2019
130,13919434,ovf,Sat Jun  1 10:09:26 2019
131,13914786,ovf,Sat Jun  1 10:09:27 2019
132,13927576,ovf,Sat Jun  1 10:09:28 2019
133,13930680,ovf,Sat Jun  1 10:09:29 2019
134,13931846,ovf,Sat Jun  1 10:09:30 2019
135,13933398,ovf,Sat Jun  1 10:09:31 2019
136,13933010,ovf,Sat Jun  1 10:09:32 2019
137,13934174,ovf,Sat Jun  1 10:09:33 2019
138,13934174,ovf,Sat Jun  1 10:09:34 2019
139,13933010,ovf,Sat Jun  1 10:09:35 2019
140,13932234,ovf,Sat Jun  1 10:09:36 2019
141,13934174,ovf,Sat Jun  1 10:09:37 2019
142,13921760,ovf,Sat Jun  1 10:09:38 2019
143,13921372,ovf,Sat Jun  1 10:09:39 2019
144,13919046,ovf,Sat Jun  1 10:09:40 2019
145,13918660,ovf,Sat Jun  1 10:09:41 2019
146,13917884,ovf,Sat Jun  1 10:09:42 2019
147,13917110,ovf,Sat Jun  1 10:09:43 2019
148,13915560,ovf,Sat Jun  1 10:09:44 2019
149,13914398,ovf,Sat Jun  1 10:09:45 2019
150,13927964,ovf,Sat Jun  1 10:09:46 2019
151,15386036,ovf,Sat Jun  1 10:09:47 2019
152,15630862,ovf,Sat Jun  1 10:09:48 2019
153,14460898,ovf,Sat Jun  1 10:09:49 2019
154,13695628,ovf,Sat Jun  1 10:09:50 2019
155,13713658,ovf,Sat Jun  1 10:09:51 2019
156,13714412,ovf,Sat Jun  1 10:09:52 2019
157,13714788,ovf,Sat Jun  1 10:09:53 2019
158,13716668,ovf,Sat Jun  1 10:09:54 2019
159,13723068,ovf,Sat Jun  1 10:09:55 2019
160,13727212,ovf,Sat Jun  1 10:09:56 2019
161,13730228,ovf,Sat Jun  1 10:09:57 2019
162,13723822,ovf,Sat Jun  1 10:09:58 2019
163,13727590,ovf,Sat Jun  1 10:09:59 2019
164,13727212,ovf,Sat Jun  1 10:10:00 2019
165,13727966,ovf,Sat Jun  1 10:10:01 2019
166,13734754,ovf,Sat Jun  1 10:10:02 2019
167,13734000,ovf,Sat Jun  1 10:10:03 2019
168,13732868,ovf,Sat Jun  1 10:10:04 2019
169,13734000,ovf,Sat Jun  1 10:10:05 2019
170,13736264,ovf,Sat Jun  1 10:10:06 2019
171,13736642,ovf,Sat Jun  1 10:10:07 2019
172,13751376,ovf,Sat Jun  1 10:10:08 2019
173,13755158,ovf,Sat Jun  1 10:10:09 2019
174,13757050,ovf,Sat Jun  1 10:10:10 2019
175,13783598,ovf,Sat Jun  1 10:10:11 2019
176,13804146,ovf,Sat Jun  1 10:10:12 2019
177,13825140,ovf,Sat Jun  1 10:10:13 2019
178,13861550,ovf,Sat Jun  1 10:10:14 2019
179,14100394,ovf,Sat Jun  1 10:10:15 2019
180,14129482,ovf,Sat Jun  1 10:10:16 2019
181,13902792,ovf,Sat Jun  1 10:10:17 2019
182,13860398,ovf,Sat Jun  1 10:10:18 2019
183,13846580,ovf,Sat Jun  1 10:10:19 2019
184,13836234,ovf,Sat Jun  1 10:10:20 2019
185,13831258,ovf,Sat Jun  1 10:10:21 2019
186,13832024,ovf,Sat Jun  1 10:10:22 2019
187,13832024,ovf,Sat Jun  1 10:10:23 2019
188,13830494,ovf,Sat Jun  1 10:10:24 2019
189,13830494,ovf,Sat Jun  1 10:10:25 2019
190,13831642,ovf,Sat Jun  1 10:10:26 2019
191,13836234,ovf,Sat Jun  1 10:10:27 2019
192,13852334,ovf,Sat Jun  1 10:10:28 2019
193,13855022,ovf,Sat Jun  1 10:10:29 2019
194,13858478,ovf,Sat Jun  1 10:10:30 2019
195,13862320,ovf,Sat Jun  1 10:10:31 2019
196,13864626,ovf,Sat Jun  1 10:10:32 2019
197,13863472,ovf,Sat Jun  1 10:10:33 2019
198,13858862,ovf,Sat Jun  1 10:10:34 2019
199,13855022,ovf,Sat Jun  1 10:10:35 2019
200,13853102,ovf,Sat Jun  1 10:10:36 2019
201,13667924,ovf,Sat Jun  1 10:10:37 2019
202,13506212,ovf,Sat Jun  1 10:10:38 2019
203,13504024,ovf,Sat Jun  1 10:10:39 2019
204,13503294,ovf,Sat Jun  1 10:10:40 2019
205,13502200,ovf,Sat Jun  1 10:10:41 2019
206,13502200,ovf,Sat Jun  1 10:10:42 2019
207,13502930,ovf,Sat Jun  1 10:10:43 2019
208,13502566,ovf,Sat Jun  1 10:10:44 2019
209,13502566,ovf,Sat Jun  1 10:10:45 2019
210,13501836,ovf,Sat Jun  1 10:10:46 2019
211,13502200,ovf,Sat Jun  1 10:10:47 2019
212,13514974,ovf,Sat Jun  1 10:10:48 2019
213,13514244,ovf,Sat Jun  1 10:10:49 2019
214,13513878,ovf,Sat Jun  1 10:10:50 2019
215,13514610,ovf,Sat Jun  1 10:10:51 2019
216,13514974,ovf,Sat Jun  1 10:10:52 2019
217,13514610,ovf,Sat Jun  1 10:10:53 2019
218,13513514,ovf,Sat Jun  1 10:10:54 2019
219,13513148,ovf,Sat Jun  1 10:10:55 2019
220,13513148,ovf,Sat Jun  1 10:10:56 2019
221,13512418,ovf,Sat Jun  1 10:10:57 2019
222,13499650,ovf,Sat Jun  1 10:10:58 2019
223,13500014,ovf,Sat Jun  1 10:10:59 2019
224,13500742,ovf,Sat Jun  1 10:11:00 2019
225,13500378,ovf,Sat Jun  1 10:11:01 2019
226,13500378,ovf,Sat Jun  1 10:11:02 2019
227,13500014,ovf,Sat Jun  1 10:11:03 2019
228,13500378,ovf,Sat Jun  1 10:11:04 2019
229,13500014,ovf,Sat Jun  1 10:11:05 2019
230,13499650,ovf,Sat Jun  1 10:11:06 2019
231,13499650,ovf,Sat Jun  1 10:11:07 2019
232,13513148,ovf,Sat Jun  1 10:11:08 2019
233,13513148,ovf,Sat Jun  1 10:11:09 2019
234,13513148,ovf,Sat Jun  1 10:11:10 2019
235,13512418,ovf,Sat Jun  1 10:11:11 2019
236,13513148,ovf,Sat Jun  1 10:11:12 2019
237,13513148,ovf,Sat Jun  1 10:11:13 2019
238,13512052,ovf,Sat Jun  1 10:11:14 2019
239,13512418,ovf,Sat Jun  1 10:11:15 2019
240,13512784,ovf,Sat Jun  1 10:11:16 2019
241,13513148,ovf,Sat Jun  1 10:11:17 2019
242,13500742,ovf,Sat Jun  1 10:11:18 2019
243,13500378,ovf,Sat Jun  1 10:11:19 2019
244,13500742,ovf,Sat Jun  1 10:11:20 2019
245,13500742,ovf,Sat Jun  1 10:11:21 2019
246,13499650,ovf,Sat Jun  1 10:11:22 2019
247,13499284,ovf,Sat Jun  1 10:11:23 2019
248,13500378,ovf,Sat Jun  1 10:11:24 2019
249,13500378,ovf,Sat Jun  1 10:11:25 2019
250,13500378,ovf,Sat Jun  1 10:11:26 2019
251,13500014,ovf,Sat Jun  1 10:11:27 2019
252,13512784,ovf,Sat Jun  1 10:11:28 2019
253,13512784,ovf,Sat Jun  1 10:11:29 2019
254,13512418,ovf,Sat Jun  1 10:11:30 2019
255,13512052,ovf,Sat Jun  1 10:11:31 2019
256,13512418,ovf,Sat Jun  1 10:11:32 2019
257,13512784,ovf,Sat Jun  1 10:11:33 2019
258,13512784,ovf,Sat Jun  1 10:11:34 2019
259,13512418,ovf,Sat Jun  1 10:11:35 2019
260,13512052,ovf,Sat Jun  1 10:11:36 2019
261,13512784,ovf,Sat Jun  1 10:11:37 2019
262,13500014,ovf,Sat Jun  1 10:11:38 2019
263,13499284,ovf,Sat Jun  1 10:11:39 2019
264,13499284,ovf,Sat Jun  1 10:11:40 2019
265,13500014,ovf,Sat Jun  1 10:11:41 2019
266,13500014,ovf,Sat Jun  1 10:11:42 2019
267,13500014,ovf,Sat Jun  1 10:11:43 2019
268,13499284,ovf,Sat Jun  1 10:11:44 2019
269,13500014,ovf,Sat Jun  1 10:11:45 2019
270,13499650,ovf,Sat Jun  1 10:11:46 2019
271,13498920,ovf,Sat Jun  1 10:11:47 2019
272,13511322,ovf,Sat Jun  1 10:11:48 2019
273,13512052,ovf,Sat Jun  1 10:11:49 2019
274,13512052,ovf,Sat Jun  1 10:11:50 2019
275,13511688,ovf,Sat Jun  1 10:11:51 2019
276,13511322,ovf,Sat Jun  1 10:11:52 2019
277,13512052,ovf,Sat Jun  1 10:11:53 2019
278,13511688,ovf,Sat Jun  1 10:11:54 2019
279,13510592,ovf,Sat Jun  1 10:11:55 2019
280,13510592,ovf,Sat Jun  1 10:11:56 2019
281,13511322,ovf,Sat Jun  1 10:11:57 2019
282,13499284,ovf,Sat Jun  1 10:11:58 2019
283,13498556,ovf,Sat Jun  1 10:11:59 2019
284,13498192,ovf,Sat Jun  1 10:12:00 2019
285,13498556,ovf,Sat Jun  1 10:12:01 2019
286,13498556,ovf,Sat Jun  1 10:12:02 2019
287,13497826,ovf,Sat Jun  1 10:12:03 2019
288,13497462,ovf,Sat Jun  1 10:12:04 2019
289,13497826,ovf,Sat Jun  1 10:12:05 2019
290,13498556,ovf,Sat Jun  1 10:12:06 2019
291,13498556,ovf,Sat Jun  1 10:12:07 2019
292,13510592,ovf,Sat Jun  1 10:12:08 2019
293,13510592,ovf,Sat Jun  1 10:12:09 2019
294,13510958,ovf,Sat Jun  1 10:12:10 2019
295,13510592,ovf,Sat Jun  1 10:12:11 2019
296,13509862,ovf,Sat Jun  1 10:12:12 2019
297,13510228,ovf,Sat Jun  1 10:12:13 2019
298,13510958,ovf,Sat Jun  1 10:12:14 2019
299,13510592,ovf,Sat Jun  1 10:12:15 2019
300,13510592,ovf,Sat Jun  1 10:12:16 2019
301,13509862,ovf,Sat Jun  1 10:12:17 2019
302,13498192,ovf,Sat Jun  1 10:12:18 2019
303,13497826,ovf,Sat Jun  1 10:12:19 2019
304,13497098,ovf,Sat Jun  1 10:12:20 2019
305,13497462,ovf,Sat Jun  1 10:12:21 2019
306,13497826,ovf,Sat Jun  1 10:12:22 2019
307,13497826,ovf,Sat Jun  1 10:12:23 2019
308,13497826,ovf,Sat Jun  1 10:12:24 2019
309,13496734,ovf,Sat Jun  1 10:12:25 2019
310,13497462,ovf,Sat Jun  1 10:12:26 2019
311,13497462,ovf,Sat Jun  1 10:12:27 2019
312,13509132,ovf,Sat Jun  1 10:12:28 2019
313,13508768,ovf,Sat Jun  1 10:12:29 2019
314,13509498,ovf,Sat Jun  1 10:12:30 2019
315,13509862,ovf,Sat Jun  1 10:12:31 2019
316,13509862,ovf,Sat Jun  1 10:12:32 2019
317,13509498,ovf,Sat Jun  1 10:12:33 2019
318,13509862,ovf,Sat Jun  1 10:12:34 2019
319,13509862,ovf,Sat Jun  1 10:12:35 2019
320,13509132,ovf,Sat Jun  1 10:12:36 2019
321,13508768,ovf,Sat Jun  1 10:12:37 2019
322,13496734,ovf,Sat Jun  1 10:12:38 2019
323,13497098,ovf,Sat Jun  1 10:12:39 2019
324,13496734,ovf,Sat Jun  1 10:12:40 2019
325,13496370,ovf,Sat Jun  1 10:12:41 2019
326,13496734,ovf,Sat Jun  1 10:12:42 2019
327,13496734,ovf,Sat Jun  1 10:12:43 2019
328,13496370,ovf,Sat Jun  1 10:12:44 2019
329,13496006,ovf,Sat Jun  1 10:12:45 2019
330,13496006,ovf,Sat Jun  1 10:12:46 2019
331,13496734,ovf,Sat Jun  1 10:12:47 2019
332,13509132,ovf,Sat Jun  1 10:12:48 2019
333,13508768,ovf,Sat Jun  1 10:12:49 2019
334,13508402,ovf,Sat Jun  1 10:12:50 2019
335,13509132,ovf,Sat Jun  1 10:12:51 2019
336,13508768,ovf,Sat Jun  1 10:12:52 2019
337,13507672,ovf,Sat Jun  1 10:12:53 2019
338,13507672,ovf,Sat Jun  1 10:12:54 2019
339,13508768,ovf,Sat Jun  1 10:12:55 2019
340,13508402,ovf,Sat Jun  1 10:12:56 2019
341,13508402,ovf,Sat Jun  1 10:12:57 2019
342,13495640,ovf,Sat Jun  1 10:12:58 2019
343,13496006,ovf,Sat Jun  1 10:12:59 2019
344,13495640,ovf,Sat Jun  1 10:13:00 2019
345,13494912,ovf,Sat Jun  1 10:13:01 2019
346,13494548,ovf,Sat Jun  1 10:13:02 2019
347,13495640,ovf,Sat Jun  1 10:13:03 2019
348,13495640,ovf,Sat Jun  1 10:13:04 2019
349,13495640,ovf,Sat Jun  1 10:13:05 2019
350,13495640,ovf,Sat Jun  1 10:13:06 2019
351,13495640,ovf,Sat Jun  1 10:13:07 2019
352,13508402,ovf,Sat Jun  1 10:13:08 2019
353,13507308,ovf,Sat Jun  1 10:13:09 2019
354,13506942,ovf,Sat Jun  1 10:13:10 2019
355,13507308,ovf,Sat Jun  1 10:13:11 2019
356,13508038,ovf,Sat Jun  1 10:13:12 2019
357,13508038,ovf,Sat Jun  1 10:13:13 2019
358,13507672,ovf,Sat Jun  1 10:13:14 2019
359,13507672,ovf,Sat Jun  1 10:13:15 2019
360,13508038,ovf,Sat Jun  1 10:13:16 2019
361,13507308,ovf,Sat Jun  1 10:13:17 2019
362,13494548,ovf,Sat Jun  1 10:13:18 2019
363,13494912,ovf,Sat Jun  1 10:13:19 2019
364,13495640,ovf,Sat Jun  1 10:13:20 2019
365,13495276,ovf,Sat Jun  1 10:13:21 2019
366,13495276,ovf,Sat Jun  1 10:13:22 2019
367,13495276,ovf,Sat Jun  1 10:13:23 2019
368,13495276,ovf,Sat Jun  1 10:13:24 2019
369,13494912,ovf,Sat Jun  1 10:13:25 2019
370,13494548,ovf,Sat Jun  1 10:13:26 2019
371,13494548,ovf,Sat Jun  1 10:13:27 2019
372,13508038,ovf,Sat Jun  1 10:13:28 2019
373,13508768,ovf,Sat Jun  1 10:13:29 2019
374,13508402,ovf,Sat Jun  1 10:13:30 2019
375,13507672,ovf,Sat Jun  1 10:13:31 2019
376,13508402,ovf,Sat Jun  1 10:13:32 2019
377,13508038,ovf,Sat Jun  1 10:13:33 2019
378,13507308,ovf,Sat Jun  1 10:13:34 2019
379,13507308,ovf,Sat Jun  1 10:13:35 2019
380,13508402,ovf,Sat Jun  1 10:13:36 2019
381,13508038,ovf,Sat Jun  1 10:13:37 2019
382,13495640,ovf,Sat Jun  1 10:13:38 2019
383,13495276,ovf,Sat Jun  1 10:13:39 2019
384,13495640,ovf,Sat Jun  1 10:13:40 2019
385,13495640,ovf,Sat Jun  1 10:13:41 2019
386,13494912,ovf,Sat Jun  1 10:13:42 2019
387,13494548,ovf,Sat Jun  1 10:13:43 2019
388,13495640,ovf,Sat Jun  1 10:13:44 2019
389,13495640,ovf,Sat Jun  1 10:13:45 2019
390,13496006,ovf,Sat Jun  1 10:13:46 2019
