39074,0,56548,000413-18:02:38,0.079
39068,0,56536,000413-18:02:40,0.079
39068,0,56538,000413-18:02:41,0.079
39064,0,56534,000413-18:02:42,0.079
39062,0,56532,000413-18:02:43,0.079
39062,0,56534,000413-18:02:44,0.079
39058,0,56528,000413-18:02:45,0.079
39474,0,57132,000413-18:02:46,0.079
39288,0,56862,000413-18:02:47,0.079
39054,0,56524,000413-18:02:48,0.079
39726,0,57500,000413-18:02:49,0.079
39056,0,56532,000413-18:02:50,0.079
39056,0,56530,000413-18:02:51,0.079
39054,0,56530,000413-18:02:52,0.079
39050,0,56524,000413-18:02:53,0.079
39050,0,56522,000413-18:02:54,0.079
39052,0,56524,000413-18:02:55,0.079
39052,0,56524,000413-18:02:56,0.079
39050,0,56522,000413-18:02:57,0.079
39046,0,56522,000413-18:02:58,0.079
39040,0,56514,000413-18:02:59,0.079
39042,0,56516,000413-18:03:00,0.079
39040,0,56514,000413-18:03:01,0.079
39040,0,56514,000413-18:03:02,0.079
39036,0,56508,000413-18:03:03,0.079
39266,0,56840,000413-18:03:04,0.079
39048,0,56524,000413-18:03:05,0.079
39050,0,56526,000413-18:03:06,0.079
39048,0,56520,000413-18:03:07,0.079
39050,0,56524,000413-18:03:09,0.079
39050,0,56524,000413-18:03:10,0.079
39050,0,56524,000413-18:03:11,0.079
39046,0,56516,000413-18:03:12,0.079
39048,0,56518,000413-18:03:13,0.079
39050,0,56518,000413-18:03:14,0.079
39048,0,56514,000413-18:03:15,0.079
39048,0,56514,000413-18:03:16,0.079
39050,0,56514,000413-18:03:17,0.079
39046,0,56506,000413-18:03:18,0.079
39050,0,56510,000413-18:03:19,0.079
39046,0,56504,000413-18:03:20,0.079
39274,0,56838,000413-18:03:21,0.079
39044,0,56502,000413-18:03:22,0.079
39042,0,56500,000413-18:03:23,0.079
39042,0,56496,000413-18:03:24,0.079
39458,0,57098,000413-18:03:25,0.079
39044,0,56498,000413-18:03:26,0.079
39714,0,57468,000413-18:03:27,0.079
39046,0,56498,000413-18:03:28,0.079
39048,0,56500,000413-18:03:29,0.079
40878,0,56668,000413-18:05:33,0.07
40878,0,56668,000413-18:05:34,0.07
40880,0,56670,000413-18:05:35,0.07
40888,0,56668,000413-18:05:36,0.07
40894,0,56670,000413-18:05:38,0.07
40882,0,56666,000413-18:05:39,0.07
40882,0,56666,000413-18:05:40,0.07
40794,0,56654,000413-18:05:41,0.07
40754,0,56648,000413-18:05:42,0.07
40758,0,56648,000413-18:05:43,0.07
40750,0,56644,000413-18:05:44,0.07
40750,0,56648,000413-18:05:45,0.07
40752,0,56652,000413-18:05:46,0.07
40986,0,56972,000413-18:05:47,0.07
40758,0,56636,000413-18:05:48,0.07
40766,0,56640,000413-18:05:49,0.07
40772,0,56642,000413-18:05:50,0.07
40776,0,56640,000413-18:05:51,0.07
40786,0,56646,000413-18:05:52,0.07
40784,0,56638,000413-18:05:53,0.07
40788,0,56644,000413-18:05:54,0.07
40788,0,56638,000413-18:05:55,0.07
40830,0,56644,000413-18:05:56,0.07
40896,0,56650,000413-18:05:57,0.07
40880,0,56646,000413-18:05:58,0.07
40878,0,56648,000413-18:05:59,0.07
40868,0,56644,000413-18:06:00,0.07
40856,0,56650,000413-18:06:01,0.07
40854,0,56642,000413-18:06:02,0.07
41516,0,57570,000413-18:06:03,0.07
41510,0,57562,000413-18:06:04,0.07
40850,0,56646,000413-18:06:05,0.07
40850,0,56646,000413-18:06:06,0.07
40838,0,56642,000413-18:06:08,0.07
40802,0,56640,000413-18:06:09,0.07
40756,0,56630,000413-18:06:10,0.07
40748,0,56628,000413-18:06:11,0.07
40754,0,56624,000413-18:06:12,0.07
40742,0,56620,000413-18:06:13,0.07
40742,0,56618,000413-18:06:14,0.07
40750,0,56620,000413-18:06:15,0.07
40764,0,56618,000413-18:06:16,0.07
40734,0,56618,000413-18:06:17,0.07
40752,0,56620,000413-18:06:18,0.07
40772,0,56626,000413-18:06:19,0.07
40776,0,56624,000413-18:06:20,0.07
41020,0,56960,000413-18:06:21,0.07
40778,0,56622,000413-18:06:22,0.07
40748,0,56620,000413-18:06:23,0.07
40752,0,56622,000413-18:06:24,0.07
42356,0,56802,000413-18:07:37,0.0605
42338,0,56784,000413-18:07:38,0.0605
42340,0,56786,000413-18:07:39,0.0605
42196,0,56596,000413-18:07:40,0.0605
42318,0,56774,000413-18:07:42,0.0605
42328,0,56770,000413-18:07:43,0.0605
42326,0,56766,000413-18:07:44,0.0605
42324,0,56762,000413-18:07:45,0.0605
42324,0,56764,000413-18:07:46,0.0605
42326,0,56766,000413-18:07:47,0.0605
42322,0,56760,000413-18:07:48,0.0605
42312,0,56760,000413-18:07:49,0.0605
42316,0,56762,000413-18:07:50,0.0605
42320,0,56762,000413-18:07:51,0.0605
42326,0,56762,000413-18:07:52,0.0605
42334,0,56764,000413-18:07:53,0.0605
42320,0,56764,000413-18:07:54,0.0605
42322,0,56768,000413-18:07:55,0.0605
42300,0,56762,000413-18:07:56,0.0605
42534,0,57088,000413-18:07:57,0.0605
42288,0,56758,000413-18:07:58,0.0605
42290,0,56754,000413-18:07:59,0.0605
42292,0,56752,000413-18:08:00,0.0605
42294,0,56754,000413-18:08:01,0.0605
42294,0,56754,000413-18:08:02,0.0605
42276,0,56750,000413-18:08:03,0.0605
42276,0,56750,000413-18:08:04,0.0605
42276,0,56750,000413-18:08:05,0.0605
42280,0,56750,000413-18:08:06,0.0605
42280,0,56750,000413-18:08:07,0.0605
42956,0,57662,000413-18:08:08,0.0605
42770,0,57416,000413-18:08:09,0.0605
42280,0,56756,000413-18:08:10,0.0605
42278,0,56754,000413-18:08:12,0.0605
42278,0,56750,000413-18:08:13,0.0605
42278,0,56748,000413-18:08:14,0.0605
43126,0,57884,000413-18:08:15,0.0605
42282,0,56748,000413-18:08:16,0.0605
42286,0,56750,000413-18:08:17,0.0605
42286,0,56748,000413-18:08:18,0.0605
42286,0,56746,000413-18:08:19,0.0605
42290,0,56746,000413-18:08:20,0.0605
42294,0,56746,000413-18:08:21,0.0605
42296,0,56744,000413-18:08:22,0.0605
42304,0,56740,000413-18:08:23,0.0605
42322,0,56742,000413-18:08:24,0.0605
42328,0,56744,000413-18:08:25,0.0605
42312,0,56748,000413-18:08:26,0.0605
42308,0,56746,000413-18:08:27,0.0605
42324,0,56744,000413-18:08:28,0.0605
44332,0,56988,000413-18:08:56,0.0502
44322,0,56980,000413-18:08:57,0.0502
44320,0,56978,000413-18:08:58,0.0502
44324,0,56980,000413-18:08:59,0.0502
44326,0,56982,000413-18:09:00,0.0502
44322,0,56974,000413-18:09:01,0.0502
44322,0,56974,000413-18:09:02,0.0502
44324,0,56976,000413-18:09:03,0.0502
45292,0,58216,000413-18:09:04,0.0502
44834,0,57628,000413-18:09:05,0.0502
44320,0,56964,000413-18:09:06,0.0502
44316,0,56958,000413-18:09:07,0.0502
44316,0,56956,000413-18:09:08,0.0502
44316,0,56958,000413-18:09:09,0.0502
44316,0,56956,000413-18:09:10,0.0502
44318,0,56956,000413-18:09:11,0.0502
44314,0,56950,000413-18:09:12,0.0502
44322,0,56962,000413-18:09:13,0.0502
44322,0,56960,000413-18:09:14,0.0502
44318,0,56956,000413-18:09:15,0.0502
44326,0,56966,000413-18:09:16,0.0502
44322,0,56960,000413-18:09:17,0.0502
44318,0,56956,000413-18:09:18,0.0502
44318,0,56952,000413-18:09:20,0.0502
44318,0,56950,000413-18:09:21,0.0502
44574,0,57280,000413-18:09:22,0.0502
44320,0,56952,000413-18:09:23,0.0502
44316,0,56942,000413-18:09:24,0.0502
44320,0,56948,000413-18:09:25,0.0502
44318,0,56946,000413-18:09:26,0.0502
44318,0,56944,000413-18:09:27,0.0502
44318,0,56942,000413-18:09:28,0.0502
44332,0,56948,000413-18:09:29,0.0502
44364,0,56950,000413-18:09:30,0.0502
44368,0,56956,000413-18:09:31,0.0502
44362,0,56948,000413-18:09:32,0.0502
44366,0,56952,000413-18:09:33,0.0502
44368,0,56952,000413-18:09:34,0.0502
44368,0,56952,000413-18:09:35,0.0502
44366,0,56948,000413-18:09:36,0.0502
44368,0,56946,000413-18:09:37,0.0502
44634,0,57286,000413-18:09:38,0.0502
44366,0,56940,000413-18:09:39,0.0502
44368,0,56940,000413-18:09:40,0.0502
44364,0,56936,000413-18:09:41,0.0502
45080,0,57856,000413-18:09:42,0.0502
44366,0,56938,000413-18:09:43,0.0502
44892,0,57612,000413-18:09:44,0.0502
44366,0,56938,000413-18:09:45,0.0502
44370,0,56940,000413-18:09:46,0.0502
46354,0,57040,000413-18:12:53,0.0405
46348,0,57032,000413-18:12:54,0.0405
46348,0,57030,000413-18:12:55,0.0405
46346,0,57028,000413-18:12:56,0.0405
46346,0,57026,000413-18:12:57,0.0405
46354,0,57038,000413-18:12:58,0.0405
46352,0,57036,000413-18:12:59,0.0405
46348,0,57030,000413-18:13:00,0.0405
46654,0,57406,000413-18:13:01,0.0405
46350,0,57034,000413-18:13:02,0.0405
47104,0,57960,000413-18:13:03,0.0405
46904,0,57712,000413-18:13:04,0.0405
46354,0,57034,000413-18:13:05,0.0405
46356,0,57038,000413-18:13:06,0.0405
46354,0,57032,000413-18:13:07,0.0405
46354,0,57032,000413-18:13:08,0.0405
46354,0,57032,000413-18:13:09,0.0405
46354,0,57032,000413-18:13:10,0.0405
46350,0,57026,000413-18:13:11,0.0405
46354,0,57034,000413-18:13:12,0.0405
46358,0,57038,000413-18:13:13,0.0405
46354,0,57034,000413-18:13:14,0.0405
46356,0,57034,000413-18:13:15,0.0405
46356,0,57034,000413-18:13:16,0.0405
46652,0,57398,000413-18:13:17,0.0405
46350,0,57028,000413-18:13:18,0.0405
46342,0,57018,000413-18:13:19,0.0405
46344,0,57018,000413-18:13:20,0.0405
46348,0,57022,000413-18:13:22,0.0405
46344,0,57016,000413-18:13:23,0.0405
46342,0,57012,000413-18:13:24,0.0405
46340,0,57008,000413-18:13:25,0.0405
46340,0,57010,000413-18:13:26,0.0405
46338,0,57006,000413-18:13:27,0.0405
46340,0,57006,000413-18:13:28,0.0405
46342,0,57008,000413-18:13:29,0.0405
46346,0,57014,000413-18:13:30,0.0405
46342,0,57010,000413-18:13:31,0.0405
46342,0,57010,000413-18:13:32,0.0405
46342,0,57008,000413-18:13:33,0.0405
46340,0,57006,000413-18:13:34,0.0405
46644,0,57380,000413-18:13:35,0.0405
46344,0,57010,000413-18:13:36,0.0405
46338,0,57004,000413-18:13:37,0.0405
46342,0,57008,000413-18:13:38,0.0405
46338,0,57002,000413-18:13:39,0.0405
46338,0,57000,000413-18:13:40,0.0405
46338,0,57002,000413-18:13:41,0.0405
46338,0,57002,000413-18:13:42,0.0405
47062,0,57912,000413-18:13:43,0.0405
48988,0,57240,000413-18:14:41,0.03018
48974,0,57220,000413-18:14:43,0.03018
48966,0,57210,000413-18:14:44,0.03018
49286,0,57586,000413-18:14:45,0.03018
48970,0,57216,000413-18:14:46,0.03018
48980,0,57226,000413-18:14:47,0.03018
48974,0,57218,000413-18:14:48,0.03018
48978,0,57226,000413-18:14:49,0.03018
48980,0,57226,000413-18:14:50,0.03018
48976,0,57222,000413-18:14:51,0.03018
48980,0,57226,000413-18:14:52,0.03018
48976,0,57222,000413-18:14:53,0.03018
48976,0,57222,000413-18:14:54,0.03018
48982,0,57228,000413-18:14:55,0.03018
48978,0,57224,000413-18:14:56,0.03018
48976,0,57222,000413-18:14:57,0.03018
48976,0,57220,000413-18:14:58,0.03018
49762,0,58138,000413-18:14:59,0.03018
49542,0,57880,000413-18:15:00,0.03018
49290,0,57590,000413-18:15:01,0.03018
48964,0,57208,000413-18:15:02,0.03018
48968,0,57204,000413-18:15:03,0.03018
49068,0,57210,000413-18:15:04,0.03018
49084,0,57218,000413-18:15:05,0.03018
49088,0,57220,000413-18:15:06,0.03018
49092,0,57222,000413-18:15:07,0.03018
49078,0,57222,000413-18:15:08,0.03018
