38676	59074	72480	000413-20:59:09	0.0803
38654	59042	72440	000413-20:59:10	0.0803
38950	59492	72992	000413-20:59:11	0.0803
38652	59038	72438	000413-20:59:12	0.0803
38652	59038	72440	000413-20:59:13	0.0803
38646	59032	72430	000413-20:59:14	0.0803
39056	59658	73198	000413-20:59:15	0.0803
38640	59024	72420	000413-20:59:16	0.0803
38654	59044	72446	000413-20:59:18	0.0803
38648	59036	72436	000413-20:59:19	0.0803
38650	59036	72438	000413-20:59:20	0.0803
38644	59032	72432	000413-20:59:21	0.0803
38650	59038	72440	000413-20:59:22	0.0803
38652	59042	72446	000413-20:59:23	0.0803
38648	59034	72434	000413-20:59:24	0.0803
38646	59030	72430	000413-20:59:25	0.0803
38654	59042	72446	000413-20:59:26	0.0803
38498	58804	72152	000413-20:59:27	0.0803
38646	59034	72434	000413-20:59:28	0.0803
38644	59032	72432	000413-20:59:29	0.0803
39302	60038	73666	000413-20:59:30	0.0803
38648	59038	72440	000413-20:59:31	0.0803
38646	59032	72434	000413-20:59:32	0.0803
38652	59042	72446	000413-20:59:33	0.0803
38648	59038	72438	000413-20:59:34	0.0803
38648	59036	72438	000413-20:59:35	0.0803
38646	59036	72434	000413-20:59:36	0.0803
38642	59034	72434	000413-20:59:37	0.0803
38652	59044	72448	000413-20:59:39	0.0803
38646	59040	72442	000413-20:59:40	0.0803
38644	59034	72436	000413-20:59:41	0.0803
39984	61082	74948	000413-20:59:42	0.0803
38652	59046	72452	000413-20:59:43	0.0803
38646	59040	72444	000413-20:59:44	0.0803
38650	59046	72454	000413-20:59:45	0.0803
38650	59046	72454	000413-20:59:46	0.0803
38648	59044	72450	000413-20:59:47	0.0803
38644	59040	72446	000413-20:59:48	0.0803
38648	59044	72454	000413-20:59:49	0.0803
38656	59054	72462	000413-20:59:50	0.0803
38654	59052	72460	000413-20:59:51	0.0803
38650	59048	72458	000413-20:59:52	0.0803
38650	59048	72458	000413-20:59:53	0.0803
38650	59050	72460	000413-20:59:54	0.0803
39094	59728	73292	000413-20:59:55	0.0803
38650	59048	72456	000413-20:59:56	0.0803
38940	59492	73000	000413-20:59:57	0.0803
38644	59040	72446	000413-20:59:58	0.0803
38654	59058	72470	000413-21:00:00	0.0803
38662	59070	72484	000413-21:00:01	0.0803
40260	59320	72882	000413-21:00:44	0.0705
40242	59292	72848	000413-21:00:45	0.0705
40236	59284	72838	000413-21:00:46	0.0705
40234	59282	72832	000413-21:00:47	0.0705
40234	59280	72830	000413-21:00:49	0.0705
40230	59276	72824	000413-21:00:50	0.0705
40234	59282	72832	000413-21:00:51	0.0705
40236	59284	72832	000413-21:00:52	0.0705
40234	59282	72830	000413-21:00:53	0.0705
40540	59734	73384	000413-21:00:54	0.0705
40240	59292	72842	000413-21:00:55	0.0705
40232	59280	72830	000413-21:00:56	0.0705
40236	59288	72838	000413-21:00:57	0.0705
40236	59286	72832	000413-21:00:58	0.0705
40236	59286	72834	000413-21:00:59	0.0705
40232	59280	72828	000413-21:01:00	0.0705
40234	59284	72832	000413-21:01:01	0.0705
40664	59918	73610	000413-21:01:02	0.0705
40234	59284	72834	000413-21:01:03	0.0705
40234	59284	72834	000413-21:01:04	0.0705
40236	59286	72836	000413-21:01:05	0.0705
40236	59288	72838	000413-21:01:06	0.0705
40240	59290	72842	000413-21:01:07	0.0705
40234	59286	72836	000413-21:01:08	0.0705
40066	59038	72530	000413-21:01:09	0.0705
40232	59280	72828	000413-21:01:11	0.0705
40232	59282	72828	000413-21:01:12	0.0705
