96388	130806	184786	000319-01:26:29	0.0801
40058	54366	76812	000319-01:26:30	0.0801
40044	54344	76780	000319-01:26:31	0.0801
40044	54346	76784	000319-01:26:33	0.0801
40044	54344	76782	000319-01:26:34	0.0801
40046	54348	76786	000319-01:26:35	0.0801
40046	54348	76786	000319-01:26:36	0.0801
40044	54346	76786	000319-01:26:37	0.0801
40046	54350	76790	000319-01:26:38	0.0801
40044	54344	76784	000319-01:26:39	0.0801
40046	54348	76788	000319-01:26:40	0.0801
40046	54348	76790	000319-01:26:41	0.0801
40348	54760	77376	000319-01:26:42	0.0801
40036	54334	76774	000319-01:26:43	0.0801
41132	55822	78878	000319-01:26:44	0.0801
40032	54332	76774	000319-01:26:45	0.0801
40032	54332	76776	000319-01:26:46	0.0801
40032	54332	76776	000319-01:26:47	0.0801
40036	54340	76790	000319-01:26:48	0.0801
40034	54336	76782	000319-01:26:49	0.0801
40034	54338	76782	000319-01:26:50	0.0801
40032	54332	76780	000319-01:26:51	0.0801
40034	54336	76784	000319-01:26:52	0.0801
40032	54334	76782	000319-01:26:54	0.0801
40040	54344	76800	000319-01:26:55	0.0801
40030	54332	76782	000319-01:26:56	0.0801
40032	54336	76788	000319-01:26:57	0.0801
39872	54118	76480	000319-01:26:58	0.0801
40040	54346	76806	000319-01:26:59	0.0801
40034	54338	76796	000319-01:27:00	0.0801
40030	54334	76786	000319-01:27:01	0.0801
40032	54336	76792	000319-01:27:02	0.0801
40034	54342	76802	000319-01:27:03	0.0801
40032	54338	76796	000319-01:27:04	0.0801
40034	54340	76802	000319-01:27:05	0.0801
40032	54336	76798	000319-01:27:06	0.0801
40034	54342	76804	000319-01:27:07	0.0801
40032	54340	76802	000319-01:27:08	0.0801
40030	54336	76798	000319-01:27:09	0.0801
40028	54334	76794	000319-01:27:10	0.0801
40028	54334	76794	000319-01:27:11	0.0801
40332	54748	77380	000319-01:27:12	0.0801
40030	54336	76798	000319-01:27:13	0.0801
40028	54334	76796	000319-01:27:14	0.0801
40030	54338	76800	000319-01:27:16	0.0801
40030	54336	76800	000319-01:27:17	0.0801
40028	54336	76800	000319-01:27:18	0.0801
40028	54334	76798	000319-01:27:19	0.0801
40028	54336	76800	000319-01:27:20	0.0801
40032	54340	76808	000319-01:27:21	0.0801
122678	160430	227248	000319-01:29:09	0.0707
41694	54528	77240	000319-01:29:10	0.0707
41670	54496	77196	000319-01:29:11	0.0707
41670	54496	77196	000319-01:29:12	0.0707
41670	54496	77196	000319-01:29:13	0.0707
41670	54496	77198	000319-01:29:14	0.0707
42106	55066	78006	000319-01:29:15	0.0707
42338	55372	78438	000319-01:29:16	0.0707
41670	54498	77200	000319-01:29:17	0.0707
41678	54506	77214	000319-01:29:18	0.0707
41672	54498	77202	000319-01:29:19	0.0707
41672	54500	77200	000319-01:29:21	0.0707
42768	55930	79228	000319-01:29:22	0.0707
41672	54498	77200	000319-01:29:23	0.0707
41670	54496	77196	000319-01:29:24	0.0707
41670	54498	77200	000319-01:29:25	0.0707
41678	54506	77214	000319-01:29:26	0.0707
41676	54502	77206	000319-01:29:27	0.0707
41674	54502	77204	000319-01:29:28	0.0707
41672	54500	77202	000319-01:29:29	0.0707
41670	54498	77200	000319-01:29:30	0.0707
41670	54498	77200	000319-01:29:31	0.0707
41674	54502	77208	000319-01:29:32	0.0707
41674	54502	77206	000319-01:29:33	0.0707
41678	54508	77212	000319-01:29:34	0.0707
41670	54500	77202	000319-01:29:35	0.0707
41992	54920	77798	000319-01:29:36	0.0707
41676	54504	77208	000319-01:29:37	0.0707
41676	54506	77208	000319-01:29:38	0.0707
41678	54510	77216	000319-01:29:39	0.0707
41680	54514	77218	000319-01:29:40	0.0707
41680	54512	77214	000319-01:29:42	0.0707
41678	54510	77216	000319-01:29:43	0.0707
41682	54516	77222	000319-01:29:44	0.0707
41682	54516	77226	000319-01:29:45	0.0707
41680	54510	77218	000319-01:29:46	0.0707
41686	54514	77222	000319-01:29:47	0.0707
41682	54510	77216	000319-01:29:48	0.0707
41682	54512	77216	000319-01:29:49	0.0707
41678	54508	77210	000319-01:29:50	0.0707
41680	54508	77212	000319-01:29:51	0.0707
42002	54930	77808	000319-01:29:52	0.0707
41674	54500	77198	000319-01:29:53	0.0707
41674	54502	77200	000319-01:29:54	0.0707
42110	55072	78008	000319-01:29:55	0.0707
41674	54500	77200	000319-01:29:56	0.0707
42378	55424	78506	000319-01:29:57	0.0707
41678	54506	77206	000319-01:29:58	0.0707
41674	54502	77202	000319-01:29:59	0.0707
41670	54496	77192	000319-01:30:00	0.0707
47364	59238	84080	000319-01:30:38	0.0601
43720	54688	77638	000319-01:30:39	0.0601
43722	54692	77644	000319-01:30:40	0.0601
43718	54686	77634	000319-01:30:41	0.0601
43722	54690	77638	000319-01:30:42	0.0601
43720	54690	77634	000319-01:30:43	0.0601
44054	55108	78230	000319-01:30:44	0.0601
43720	54688	77630	000319-01:30:46	0.0601
43716	54686	77626	000319-01:30:47	0.0601
43718	54688	77632	000319-01:30:48	0.0601
43722	54692	77636	000319-01:30:49	0.0601
43716	54686	77628	000319-01:30:50	0.0601
43720	54692	77634	000319-01:30:51	0.0601
43716	54686	77628	000319-01:30:52	0.0601
43716	54686	77628	000319-01:30:53	0.0601
43716	54684	77622	000319-01:30:54	0.0601
43716	54686	77624	000319-01:30:55	0.0601
43712	54682	77616	000319-01:30:56	0.0601
43712	54680	77616	000319-01:30:57	0.0601
44182	55268	78452	000319-01:30:58	0.0601
43716	54686	77624	000319-01:30:59	0.0601
44758	55990	79474	000319-01:31:00	0.0601
43712	54682	77614	000319-01:31:01	0.0601
43720	54690	77628	000319-01:31:02	0.0601
43728	54700	77640	000319-01:31:03	0.0601
43718	54690	77626	000319-01:31:04	0.0601
43722	54692	77634	000319-01:31:05	0.0601
43720	54694	77630	000319-01:31:07	0.0601
43726	54700	77638	000319-01:31:08	0.0601
43724	54696	77636	000319-01:31:09	0.0601
43728	54700	77642	000319-01:31:10	0.0601
43726	54700	77636	000319-01:31:11	0.0601
43716	54686	77616	000319-01:31:12	0.0601
43728	54704	77644	000319-01:31:13	0.0601
43724	54696	77630	000319-01:31:14	0.0601
44064	55124	78238	000319-01:31:15	0.0601
43718	54688	77618	000319-01:31:16	0.0601
43714	54686	77614	000319-01:31:17	0.0601
43714	54684	77612	000319-01:31:18	0.0601
43710	54680	77602	000319-01:31:19	0.0601
43710	54678	77600	000319-01:31:20	0.0601
43710	54680	77602	000319-01:31:21	0.0601
43710	54680	77602	000319-01:31:22	0.0601
43710	54680	77600	000319-01:31:23	0.0601
43712	54684	77608	000319-01:31:24	0.0601
43716	54686	77610	000319-01:31:25	0.0601
43710	54678	77598	000319-01:31:26	0.0601
43712	54684	77604	000319-01:31:28	0.0601
43712	54682	77606	000319-01:31:29	0.0601
131446	157372	223732	000319-01:32:45	0.0503
45848	54894	78044	000319-01:32:46	0.0503
45830	54872	78014	000319-01:32:48	0.0503
46184	55298	78616	000319-01:32:49	0.0503
45822	54864	78002	000319-01:32:50	0.0503
45834	54876	78016	000319-01:32:51	0.0503
45834	54878	78022	000319-01:32:52	0.0503
45830	54874	78012	000319-01:32:53	0.0503
45834	54878	78018	000319-01:32:54	0.0503
45832	54874	78012	000319-01:32:55	0.0503
45834	54878	78018	000319-01:32:56	0.0503
45826	54870	78002	000319-01:32:57	0.0503
45830	54872	78004	000319-01:32:58	0.0503
45830	54874	78012	000319-01:32:59	0.0503
45832	54878	78014	000319-01:33:00	0.0503
45836	54880	78022	000319-01:33:01	0.0503
45828	54874	78006	000319-01:33:02	0.0503
