117236	159388	223516	000319-02:02:22	0.0803
39858	54192	76000	000319-02:02:23	0.0803
40466	55020	77162	000319-02:02:24	0.0803
39838	54166	75966	000319-02:02:25	0.0803
39838	54168	75968	000319-02:02:26	0.0803
39838	54166	75968	000319-02:02:27	0.0803
39836	54164	75964	000319-02:02:28	0.0803
39834	54162	75960	000319-02:02:29	0.0803
39836	54164	75962	000319-02:02:30	0.0803
39838	54168	75970	000319-02:02:31	0.0803
39832	54162	75962	000319-02:02:32	0.0803
39836	54166	75964	000319-02:02:33	0.0803
39832	54162	75962	000319-02:02:34	0.0803
39830	54158	75954	000319-02:02:35	0.0803
40136	54574	76538	000319-02:02:37	0.0803
39828	54158	75954	000319-02:02:38	0.0803
39842	54176	75980	000319-02:02:39	0.0803
39836	54168	75966	000319-02:02:40	0.0803
39836	54170	75972	000319-02:02:41	0.0803
40302	54804	76862	000319-02:02:42	0.0803
39836	54170	75974	000319-02:02:43	0.0803
39838	54174	75980	000319-02:02:44	0.0803
39838	54172	75978	000319-02:02:45	0.0803
39838	54174	75980	000319-02:02:46	0.0803
39834	54170	75974	000319-02:02:47	0.0803
39836	54172	75978	000319-02:02:48	0.0803
39838	54174	75978	000319-02:02:49	0.0803
39830	54166	75968	000319-02:02:50	0.0803
39834	54168	75972	000319-02:02:51	0.0803
40132	54576	76544	000319-02:02:52	0.0803
39834	54168	75974	000319-02:02:53	0.0803
39830	54162	75968	000319-02:02:54	0.0803
39822	54156	75958	000319-02:02:55	0.0803
39826	54160	75962	000319-02:02:56	0.0803
39828	54160	75962	000319-02:02:58	0.0803
39830	54164	75968	000319-02:02:59	0.0803
39826	54160	75964	000319-02:03:00	0.0803
39830	54166	75972	000319-02:03:01	0.0803
39830	54166	75974	000319-02:03:02	0.0803
39824	54160	75962	000319-02:03:03	0.0803
39828	54166	75972	000319-02:03:04	0.0803
40458	55022	77170	000319-02:03:05	0.0803
39822	54158	75958	000319-02:03:06	0.0803
40130	54576	76548	000319-02:03:07	0.0803
39826	54164	75968	000319-02:03:08	0.0803
39818	54152	75952	000319-02:03:09	0.0803
39820	54156	75956	000319-02:03:10	0.0803
39816	54152	75948	000319-02:03:11	0.0803
39824	54162	75962	000319-02:03:12	0.0803
39820	54154	75950	000319-02:03:13	0.0803
121938	159898	224624	000319-02:03:47	0.071
41444	54346	76352	000319-02:03:48	0.071
41420	54318	76310	000319-02:03:49	0.071
41422	54318	76314	000319-02:03:50	0.071
41414	54310	76302	000319-02:03:51	0.071
41422	54322	76320	000319-02:03:53	0.071
41418	54314	76310	000319-02:03:54	0.071
41418	54312	76306	000319-02:03:55	0.071
41420	54318	76312	000319-02:03:56	0.071
41416	54312	76304	000319-02:03:57	0.071
41420	54318	76312	000319-02:03:58	0.071
41732	54728	76888	000319-02:03:59	0.071
41418	54316	76310	000319-02:04:00	0.071
41420	54318	76314	000319-02:04:01	0.071
41424	54324	76318	000319-02:04:02	0.071
41430	54332	76328	000319-02:04:03	0.071
41418	54318	76310	000319-02:04:04	0.071
41422	54318	76312	000319-02:04:05	0.071
41422	54322	76314	000319-02:04:06	0.071
42086	55194	77538	000319-02:04:07	0.071
41424	54322	76316	000319-02:04:08	0.071
41424	54324	76316	000319-02:04:09	0.071
41422	54324	76314	000319-02:04:10	0.071
41416	54316	76302	000319-02:04:11	0.071
41416	54314	76302	000319-02:04:12	0.071
41740	54738	76898	000319-02:04:14	0.071
41414	54312	76298	000319-02:04:15	0.071
41414	54312	76300	000319-02:04:16	0.071
41410	54308	76292	000319-02:04:17	0.071
41414	54314	76300	000319-02:04:18	0.071
41406	54306	76290	000319-02:04:19	0.071
41414	54314	76304	000319-02:04:20	0.071
41412	54310	76298	000319-02:04:21	0.071
41414	54314	76302	000319-02:04:22	0.071
41848	54886	77104	000319-02:04:23	0.071
41408	54306	76294	000319-02:04:24	0.071
41410	54310	76298	000319-02:04:25	0.071
41412	54316	76304	000319-02:04:26	0.071
41404	54304	76286	000319-02:04:27	0.071
41414	54316	76304	000319-02:04:28	0.071
41732	54734	76890	000319-02:04:29	0.071
41408	54308	76294	000319-02:04:30	0.071
41406	54304	76290	000319-02:04:31	0.071
41410	54312	76300	000319-02:04:32	0.071
