40034.0	41193.4	7886.677853190151	[40032]	40030.5	40044.0
41677.0	43375.0	11331.105861300564	[41670]	41672.0	41682.0
43718.0	43836.5306122449	537.105891662723	[43716]	43714.0	43722.0
45826.0	47592.24	11980.075476490125	[45824]	45822.5	45833.5
48153.0	49214.72	6903.934689841729	[48152]	48150.0	48156.0
51288.0	52728.64	9400.871554829371	[51286]	51284.0	51293.5
55136.0	57393.48	15033.921110927778	[55130]	55128.0	55149.5
59976.0	61314.080808080806	11768.48465625805	[59980]	59776.0	59984.0
65972.0	67859.16	13648.016750224184	[65662]	65664.0	65980.0
73375.0	74413.92	6729.204267489583	[73370]	73366.0	73388.0
83794.0	84894.24489795919	6931.570574833853	[83792]	83788.0	83810.0
96544.0	100467.88	26345.40120297279	[96530]	96532.0	96561.5
106084.0	107619.6	9885.508067873901	[106084]	106072.0	106099.5
112446.0	115202.64	17759.540802351843	[112414]	112428.5	112460.0
117376.0	118578.08163265306	6752.891129403835	[117384]	117366.0	117404.0
121952.0	124539.04	17051.761650879358	[121924]	121930.5	121974.0
125724.0	130832.4	33849.16107911687	[125698]	125708.5	125744.0
39834.0	41432.48	10830.134621951842	[39838]	39828.0	39838.0
41416.0	43067.52	11267.971498437508	[41414]	41412.0	41422.0
43418.0	44092.6	4488.294504597487	[43410]	43410.0	43426.0
45505.0	46838.84	8964.277881368916	[45506]	45502.0	45508.0
48160.0	48298.65306122449	531.8096003853799	[48156]	48156.0	48164.0
51273.0	53280.64	13670.660563059855	[51272]	51270.0	51279.5
55044.0	57152.04	14042.892684856633	[55042]	55040.0	55054.0
72828.0	73865.67346938775	6011.373700821534	[72828]	72822.0	72836.0
82728.0	86061.72	22485.84404112063	[82716]	82720.0	82737.5
94720.0	98503.96	25740.98190354051	[94718]	94712.0	94729.5
105281.0	109507.36	28360.91670856921	[105276]	105270.0	105301.0
111896.0	112611.3469387755	4000.8610784966527	[111904]	111884.0	111916.0
116938.0	120005.12	20461.863958730642	[116924]	116926.0	116955.0
121750.0	123393.91836734694	9040.791702366612	[121750]	121724.0	121790.0
126210.0	131272.6	34096.20148990207	[126250]	126182.5	126250.0
40034.0	41193.4	7886.677853190151	[40032]	40030.5	40044.0
41677.0	43375.0	11331.105861300564	[41670]	41672.0	41682.0
43718.0	43836.5306122449	537.105891662723	[43716]	43714.0	43722.0
45826.0	47592.24	11980.075476490125	[45824]	45822.5	45833.5
48153.0	49214.72	6903.934689841729	[48152]	48150.0	48156.0
51288.0	52728.64	9400.871554829371	[51286]	51284.0	51293.5
55136.0	57393.48	15033.921110927778	[55130]	55128.0	55149.5
59984.0	62407.48	16325.332466127602	[59980]	59980.0	59989.5
63103.0	64850.28	8932.663767036871	[65976]	63050.5	65976.0
73375.0	74413.92	6729.204267489583	[73370]	73366.0	73388.0
83794.0	84894.24489795919	6931.570574833853	[83792]	83788.0	83810.0
96544.0	100467.88	26345.40120297279	[96530]	96532.0	96561.5
106084.0	107619.6	9885.508067873901	[106084]	106072.0	106099.5
112446.0	115202.64	17759.540802351843	[112414]	112428.5	112460.0
