36634	54950	72158	000325-00:11:11	0.0809
36618	54926	72128	000325-00:11:13	0.0809
36612	54920	72120	000325-00:11:14	0.0809
36616	54924	72124	000325-00:11:15	0.0809
36612	54920	72120	000325-00:11:16	0.0809
36614	54920	72120	000325-00:11:17	0.0809
36618	54926	72130	000325-00:11:18	0.0809
36614	54922	72122	000325-00:11:19	0.0809
36614	54918	72116	000325-00:11:20	0.0809
37046	55568	72970	000325-00:11:21	0.0809
36890	55332	72662	000325-00:11:22	0.0809
36614	54920	72120	000325-00:11:23	0.0809
36612	54918	72118	000325-00:11:24	0.0809
36608	54914	72112	000325-00:11:25	0.0809
36612	54918	72118	000325-00:11:26	0.0809
36612	54918	72118	000325-00:11:27	0.0809
36610	54914	72112	000325-00:11:28	0.0809
36606	54910	72104	000325-00:11:29	0.0809
36606	54910	72104	000325-00:11:30	0.0809
36612	54918	72116	000325-00:11:31	0.0809
36608	54912	72106	000325-00:11:32	0.0809
36612	54916	72114	000325-00:11:33	0.0809
36612	54918	72114	000325-00:11:35	0.0809
37190	55784	73252	000325-00:11:36	0.0809
36878	55316	72636	000325-00:11:37	0.0809
36610	54916	72112	000325-00:11:38	0.0809
36606	54910	72100	000325-00:11:39	0.0809
36608	54912	72106	000325-00:11:40	0.0809
36606	54910	72106	000325-00:11:41	0.0809
36606	54910	72106	000325-00:11:42	0.0809
36610	54912	72108	000325-00:11:43	0.0809
36612	54918	72116	000325-00:11:44	0.0809
36608	54912	72110	000325-00:11:45	0.0809
36608	54914	72112	000325-00:11:46	0.0809
36608	54912	72108	000325-00:11:47	0.0809
36604	54908	72104	000325-00:11:48	0.0809
36608	54912	72108	000325-00:11:49	0.0809
36606	54910	72104	000325-00:11:50	0.0809
36610	54916	72114	000325-00:11:51	0.0809
36878	55314	72640	000325-00:11:52	0.0809
36614	54922	72122	000325-00:11:53	0.0809
36614	54922	72122	000325-00:11:54	0.0809
36612	54918	72120	000325-00:11:55	0.0809
36608	54914	72114	000325-00:11:57	0.0809
36610	54916	72120	000325-00:11:58	0.0809
36612	54918	72122	000325-00:11:59	0.0809
36604	54908	72108	000325-00:12:00	0.0809
37036	55554	72954	000325-00:12:01	0.0809
36614	54920	72122	000325-00:12:02	0.0809
36608	54910	72108	000325-00:12:03	0.0809
38024	55088	72484	000325-00:13:08	0.0702
38010	55068	72458	000325-00:13:09	0.0702
38014	55072	72466	000325-00:13:10	0.0702
38010	55068	72460	000325-00:13:11	0.0702
38012	55072	72462	000325-00:13:12	0.0702
38016	55078	72470	000325-00:13:13	0.0702
38012	55072	72462	000325-00:13:14	0.0702
38010	55068	72460	000325-00:13:15	0.0702
38012	55074	72466	000325-00:13:16	0.0702
38298	55486	73010	000325-00:13:18	0.0702
38016	55078	72472	000325-00:13:19	0.0702
38012	55072	72460	000325-00:13:20	0.0702
38008	55068	72458	000325-00:13:21	0.0702
38448	55702	73296	000325-00:13:22	0.0702
38010	55070	72460	000325-00:13:23	0.0702
38006	55064	72450	000325-00:13:24	0.0702
38016	55078	72472	000325-00:13:25	0.0702
38010	55068	72458	000325-00:13:26	0.0702
38016	55078	72474	000325-00:13:27	0.0702
38010	55068	72460	000325-00:13:28	0.0702
38012	55072	72468	000325-00:13:29	0.0702
38010	55068	72462	000325-00:13:30	0.0702
38012	55074	72470	000325-00:13:31	0.0702
38014	55072	72468	000325-00:13:32	0.0702
38976	56466	74302	000325-00:13:33	0.0702
38008	55064	72452	000325-00:13:34	0.0702
38010	55070	72458	000325-00:13:35	0.0702
38004	55060	72446	000325-00:13:36	0.0702
38618	55948	73616	000325-00:13:38	0.0702
38010	55070	72464	000325-00:13:39	0.0702
38014	55074	72472	000325-00:13:40	0.0702
38010	55072	72468	000325-00:13:41	0.0702
38016	55078	72478	000325-00:13:42	0.0702
38010	55070	72466	000325-00:13:43	0.0702
38012	55072	72478	000325-00:13:44	0.0702
