3,18991908,8253140,-0.0796,0.00005,Wed Jul 31 12:56:58 2019
4,18989024,8252731,-0.0796,0.00005,Wed Jul 31 12:56:59 2019
5,18989744,8252459,-0.0796,0.00005,Wed Jul 31 12:57:00 2019
6,18989744,8252323,-0.0796,0.00005,Wed Jul 31 12:57:01 2019
7,18988304,8252595,-0.0796,0.00005,Wed Jul 31 12:57:02 2019
8,18989744,8252595,-0.0796,0.00005,Wed Jul 31 12:57:03 2019
9,18990466,8253004,-0.0796,0.00005,Wed Jul 31 12:57:04 2019
10,18991188,8252867,-0.0796,0.00005,Wed Jul 31 12:57:05 2019
11,18987582,8251642,-0.0796,0.00005,Wed Jul 31 12:57:06 2019
12,18986860,8250825,-0.0796,0.00005,Wed Jul 31 12:57:07 2019
13,18986140,8250280,-0.0796,0.00005,Wed Jul 31 12:57:08 2019
14,18985420,8250280,-0.0796,0.00005,Wed Jul 31 12:57:09 2019
15,18983976,8250008,-0.0796,0.00005,Wed Jul 31 12:57:10 2019
16,18983976,8251097,-0.0796,0.00005,Wed Jul 31 12:57:11 2019
17,18983976,8251914,-0.0796,0.00005,Wed Jul 31 12:57:12 2019
18,18986140,8251369,-0.0796,0.00005,Wed Jul 31 12:57:13 2019
19,18984698,8251914,-0.0796,0.00005,Wed Jul 31 12:57:14 2019
20,18983256,8252186,-0.0796,0.00005,Wed Jul 31 12:57:15 2019
21,18984698,8252323,-0.0796,0.00005,Wed Jul 31 12:57:16 2019
22,18983256,8252186,-0.0796,0.00005,Wed Jul 31 12:57:17 2019
23,18984698,8253004,-0.0796,0.00005,Wed Jul 31 12:57:18 2019
24,18983256,8253004,-0.0796,0.00005,Wed Jul 31 12:57:19 2019
25,18984698,8253549,-0.0796,0.00005,Wed Jul 31 12:57:20 2019
26,18984698,8254366,-0.0796,0.00005,Wed Jul 31 12:57:21 2019
27,18983256,8254775,-0.0796,0.00005,Wed Jul 31 12:57:22 2019
28,18983976,8254094,-0.0796,0.00005,Wed Jul 31 12:57:23 2019
29,18982536,8254230,-0.0796,0.00005,Wed Jul 31 12:57:24 2019
30,18981094,8254639,-0.0796,0.00005,Wed Jul 31 12:57:25 2019
31,18980374,8254775,-0.0796,0.00005,Wed Jul 31 12:57:26 2019
2,18767822,8592246,-0.0701,0.00005,Wed Jul 31 12:54:10 2019
3,18738908,8578684,-0.0701,0.00005,Wed Jul 31 12:54:11 2019
4,18743352,8578094,-0.0701,0.00005,Wed Jul 31 12:54:12 2019
5,18751500,8579272,-0.0701,0.00005,Wed Jul 31 12:54:13 2019
6,18759658,8579862,-0.0701,0.00005,Wed Jul 31 12:54:14 2019
7,18762626,8580156,-0.0701,0.00005,Wed Jul 31 12:54:15 2019
8,18766336,8580598,-0.0701,0.00005,Wed Jul 31 12:54:16 2019
9,18769308,8581334,-0.0701,0.00005,Wed Jul 31 12:54:17 2019
10,18770050,8582070,-0.0701,0.00005,Wed Jul 31 12:54:18 2019
11,18767822,8580598,-0.0701,0.00005,Wed Jul 31 12:54:19 2019
12,18775250,8580892,-0.0701,0.00005,Wed Jul 31 12:54:20 2019
13,18783428,8581186,-0.0701,0.00005,Wed Jul 31 12:54:21 2019
14,18787148,8581628,-0.0701,0.00005,Wed Jul 31 12:54:22 2019
15,18790124,8582070,-0.0701,0.00005,Wed Jul 31 12:54:23 2019
16,18796824,8582512,-0.0701,0.00005,Wed Jul 31 12:54:24 2019
17,18701292,8582954,-0.0701,0.00005,Wed Jul 31 12:54:25 2019
18,18707256,8583248,-0.0701,0.00005,Wed Jul 31 12:54:26 2019
19,18708000,8582218,-0.0701,0.00005,Wed Jul 31 12:54:27 2019
20,18710238,8582218,-0.0701,0.00005,Wed Jul 31 12:54:28 2019
