51362	86642	58400	Sat Jan 25 18:50:24 2020
51370	86606	58472	Sat Jan 25 18:50:25 2020
51368	86656	58410	Sat Jan 25 18:50:26 2020
51364	86626	58396	Sat Jan 25 18:50:27 2020
51364	86648	58418	Sat Jan 25 18:50:28 2020
51366	86668	58396	Sat Jan 25 18:50:29 2020
51374	86662	58468	Sat Jan 25 18:50:30 2020
51376	86670	58422	Sat Jan 25 18:50:31 2020
51370	86662	58418	Sat Jan 25 18:50:32 2020
51372	86676	58458	Sat Jan 25 18:50:33 2020
51368	86638	58404	Sat Jan 25 18:50:34 2020
51364	86648	58412	Sat Jan 25 18:50:35 2020
51362	86648	58406	Sat Jan 25 18:50:36 2020
51360	86654	58374	Sat Jan 25 18:50:37 2020
51360	86664	58362	Sat Jan 25 18:50:38 2020
51362	86664	58394	Sat Jan 25 18:50:39 2020
51354	86606	58384	Sat Jan 25 18:50:40 2020
51354	86618	58342	Sat Jan 25 18:50:41 2020
51350	86620	58390	Sat Jan 25 18:50:42 2020
51350	86666	58380	Sat Jan 25 18:50:43 2020
51352	86642	58410	Sat Jan 25 18:50:44 2020
51346	86638	58388	Sat Jan 25 18:50:45 2020
51356	86638	58450	Sat Jan 25 18:50:46 2020
51354	86720	58406	Sat Jan 25 18:50:47 2020
51352	86614	58418	Sat Jan 25 18:50:48 2020
51340	86652	58388	Sat Jan 25 18:50:49 2020
51336	86568	58396	Sat Jan 25 18:50:50 2020
51338	86610	58398	Sat Jan 25 18:50:51 2020
51338	86660	58428	Sat Jan 25 18:50:52 2020
51332	86610	58402	Sat Jan 25 18:50:53 2020
51332	86558	58422	Sat Jan 25 18:50:54 2020
51336	86652	58396	Sat Jan 25 18:50:55 2020
51330	86598	58368	Sat Jan 25 18:50:56 2020
51328	86588	58394	Sat Jan 25 18:50:57 2020
51322	86596	58388	Sat Jan 25 18:50:58 2020
51324	86562	58414	Sat Jan 25 18:50:59 2020
51324	86606	58390	Sat Jan 25 18:51:00 2020
51322	86594	58378	Sat Jan 25 18:51:01 2020
51330	86558	58438	Sat Jan 25 18:51:02 2020
51328	86604	58388	Sat Jan 25 18:51:03 2020
51326	86642	58478	Sat Jan 25 18:51:04 2020
51320	86608	58418	Sat Jan 25 18:51:05 2020
51318	86580	58426	Sat Jan 25 18:51:06 2020
51320	86646	58388	Sat Jan 25 18:51:07 2020
51318	86612	58406	Sat Jan 25 18:51:08 2020
51316	86574	58372	Sat Jan 25 18:51:09 2020
51316	86586	58406	Sat Jan 25 18:51:10 2020
51316	86600	58362	Sat Jan 25 18:51:11 2020
51314	86618	58376	Sat Jan 25 18:51:12 2020
51314	86542	58402	Sat Jan 25 18:51:13 2020
51312	86568	58398	Sat Jan 25 18:51:14 2020
51314	86558	58450	Sat Jan 25 18:51:15 2020
51314	86582	58402	Sat Jan 25 18:51:16 2020
51312	86694	58418	Sat Jan 25 18:51:17 2020
51322	86602	58400	Sat Jan 25 18:51:18 2020
51320	86626	58398	Sat Jan 25 18:51:19 2020
51310	86570	58362	Sat Jan 25 18:51:20 2020
51310	86562	58384	Sat Jan 25 18:51:21 2020
51312	86610	58412	Sat Jan 25 18:51:22 2020
51308	86538	58382	Sat Jan 25 18:51:23 2020
51308	86612	58378	Sat Jan 25 18:51:24 2020
51306	86596	58402	Sat Jan 25 18:51:25 2020
51308	86588	58372	Sat Jan 25 18:51:26 2020
51310	86638	58404	Sat Jan 25 18:51:27 2020
51312	86580	58406	Sat Jan 25 18:51:28 2020
51306	86572	58394	Sat Jan 25 18:51:29 2020
51304	86618	58382	Sat Jan 25 18:51:30 2020
51304	86630	58390	Sat Jan 25 18:51:31 2020
51304	86592	58402	Sat Jan 25 18:51:32 2020
51304	86596	58374	Sat Jan 25 18:51:33 2020
51306	86616	58380	Sat Jan 25 18:51:34 2020
51308	86584	58392	Sat Jan 25 18:51:35 2020
51302	86614	58394	Sat Jan 25 18:51:36 2020
51300	86600	58406	Sat Jan 25 18:51:37 2020
51298	86610	58376	Sat Jan 25 18:51:38 2020
51300	86624	58398	Sat Jan 25 18:51:39 2020
51304	86628	58386	Sat Jan 25 18:51:40 2020
51300	86594	58370	Sat Jan 25 18:51:41 2020
51296	86580	58388	Sat Jan 25 18:51:42 2020
51294	86620	58364	Sat Jan 25 18:51:43 2020
51290	86550	58402	Sat Jan 25 18:51:44 2020
51290	86572	58424	Sat Jan 25 18:51:45 2020
51286	86616	58392	Sat Jan 25 18:51:46 2020
51284	86594	58380	Sat Jan 25 18:51:47 2020
51286	86554	58378	Sat Jan 25 18:51:48 2020
51286	86552	58396	Sat Jan 25 18:51:49 2020
51292	86628	58384	Sat Jan 25 18:51:50 2020
51290	86646	58408	Sat Jan 25 18:51:51 2020
51282	86596	58392	Sat Jan 25 18:51:52 2020
51278	86644	58380	Sat Jan 25 18:51:53 2020
51278	86596	58398	Sat Jan 25 18:51:54 2020
51278	86538	58402	Sat Jan 25 18:51:55 2020
51282	86566	58374	Sat Jan 25 18:51:56 2020
51272	86608	58408	Sat Jan 25 18:51:57 2020
51276	86572	58394	Sat Jan 25 18:51:58 2020
51272	86582	58382	Sat Jan 25 18:51:59 2020
51274	86614	58348	Sat Jan 25 18:52:00 2020
51274	86636	58388	Sat Jan 25 18:52:01 2020
51268	86556	58420	Sat Jan 25 18:52:02 2020
51266	86558	58370	Sat Jan 25 18:52:03 2020
51266	86572	58368	Sat Jan 25 18:52:04 2020
51268	86596	58368	Sat Jan 25 18:52:05 2020
51272	86574	58390	Sat Jan 25 18:52:06 2020
51270	86570	58382	Sat Jan 25 18:52:07 2020
51262	86568	58378	Sat Jan 25 18:52:08 2020
51260	86612	58360	Sat Jan 25 18:52:09 2020
51260	86596	58368	Sat Jan 25 18:52:10 2020
51262	86550	58390	Sat Jan 25 18:52:11 2020
51262	86616	58370	Sat Jan 25 18:52:12 2020
51262	86528	58368	Sat Jan 25 18:52:13 2020
51260	86574	58404	Sat Jan 25 18:52:14 2020
51256	86602	58378	Sat Jan 25 18:52:15 2020
51260	86564	58364	Sat Jan 25 18:52:16 2020
51256	86570	58380	Sat Jan 25 18:52:17 2020
51262	86592	58376	Sat Jan 25 18:52:18 2020
51254	86576	58368	Sat Jan 25 18:52:19 2020
51258	86550	58404	Sat Jan 25 18:52:20 2020
51256	86582	58390	Sat Jan 25 18:52:21 2020
51258	86570	58396	Sat Jan 25 18:52:22 2020
51262	86572	58388	Sat Jan 25 18:52:23 2020
51256	86626	58388	Sat Jan 25 18:52:24 2020
51260	86618	58402	Sat Jan 25 18:52:25 2020
51264	86614	58418	Sat Jan 25 18:52:26 2020
51258	86596	58384	Sat Jan 25 18:52:27 2020
51256	86600	58370	Sat Jan 25 18:52:28 2020
51258	86624	58406	Sat Jan 25 18:52:29 2020
51258	86638	58394	Sat Jan 25 18:52:30 2020
51258	86644	58388	Sat Jan 25 18:52:31 2020
51258	86656	58380	Sat Jan 25 18:52:32 2020
51256	86640	58406	Sat Jan 25 18:52:33 2020
51256	86610	58422	Sat Jan 25 18:52:34 2020
51256	86624	58400	Sat Jan 25 18:52:36 2020
51254	86558	58414	Sat Jan 25 18:52:37 2020
51258	86586	58394	Sat Jan 25 18:52:38 2020
51256	86588	58380	Sat Jan 25 18:52:39 2020
51256	86536	58400	Sat Jan 25 18:52:40 2020
51250	86606	58410	Sat Jan 25 18:52:41 2020
51256	86590	58404	Sat Jan 25 18:52:42 2020
51254	86620	58352	Sat Jan 25 18:52:43 2020
51252	86608	58328	Sat Jan 25 18:52:44 2020
51254	86526	58388	Sat Jan 25 18:52:45 2020
51254	86534	58388	Sat Jan 25 18:52:46 2020
51254	86544	58424	Sat Jan 25 18:52:47 2020
51254	86564	58410	Sat Jan 25 18:52:48 2020
51252	86534	58418	Sat Jan 25 18:52:49 2020
51252	86556	58358	Sat Jan 25 18:52:50 2020
51252	86574	58358	Sat Jan 25 18:52:51 2020
51252	86572	58388	Sat Jan 25 18:52:52 2020
51252	86552	58390	Sat Jan 25 18:52:53 2020
51258	86606	58428	Sat Jan 25 18:52:54 2020
51258	86576	58398	Sat Jan 25 18:52:55 2020
51256	86554	58432	Sat Jan 25 18:52:56 2020
51254	86610	58366	Sat Jan 25 18:52:57 2020
51250	86574	58406	Sat Jan 25 18:52:58 2020
51248	86600	58396	Sat Jan 25 18:52:59 2020
51244	86584	58380	Sat Jan 25 18:53:00 2020
51246	86584	58380	Sat Jan 25 18:53:01 2020
51248	86608	58364	Sat Jan 25 18:53:02 2020
51246	86554	58366	Sat Jan 25 18:53:03 2020
51250	86570	58420	Sat Jan 25 18:53:04 2020
51248	86584	58360	Sat Jan 25 18:53:05 2020
51250	86576	58372	Sat Jan 25 18:53:06 2020
51246	86562	58408	Sat Jan 25 18:53:07 2020
51246	86556	58376	Sat Jan 25 18:53:08 2020
51248	86596	58380	Sat Jan 25 18:53:09 2020
51248	86576	58386	Sat Jan 25 18:53:10 2020
51258	86600	58394	Sat Jan 25 18:53:11 2020
51256	86606	58404	Sat Jan 25 18:53:12 2020
51252	86552	58398	Sat Jan 25 18:53:13 2020
51248	86570	58376	Sat Jan 25 18:53:14 2020
51250	86602	58404	Sat Jan 25 18:53:15 2020
51250	86566	58382	Sat Jan 25 18:53:16 2020
51256	86600	58394	Sat Jan 25 18:53:17 2020
51252	86572	58376	Sat Jan 25 18:53:18 2020
51252	86544	58326	Sat Jan 25 18:53:19 2020
51248	86554	58360	Sat Jan 25 18:53:20 2020
51254	86556	58360	Sat Jan 25 18:53:21 2020
51254	86502	58368	Sat Jan 25 18:53:22 2020
51252	86514	58340	Sat Jan 25 18:53:23 2020
51252	86564	58398	Sat Jan 25 18:53:24 2020
51252	86560	58370	Sat Jan 25 18:53:25 2020
51260	86584	58382	Sat Jan 25 18:53:26 2020
51270	86616	58380	Sat Jan 25 18:53:27 2020
51266	86630	58434	Sat Jan 25 18:53:28 2020
51254	86570	58376	Sat Jan 25 18:53:29 2020
51256	86538	58414	Sat Jan 25 18:53:30 2020
51258	86542	58392	Sat Jan 25 18:53:31 2020
51264	86530	58410	Sat Jan 25 18:53:32 2020
51262	86484	58380	Sat Jan 25 18:53:33 2020
51264	86552	58430	Sat Jan 25 18:53:34 2020
51266	86560	58422	Sat Jan 25 18:53:35 2020
51272	86534	58458	Sat Jan 25 18:53:36 2020
51270	86554	58386	Sat Jan 25 18:53:37 2020
51270	86538	58428	Sat Jan 25 18:53:38 2020
51266	86518	58382	Sat Jan 25 18:53:39 2020
51276	86504	58412	Sat Jan 25 18:53:40 2020
51286	86506	58384	Sat Jan 25 18:53:41 2020
51288	86532	58400	Sat Jan 25 18:53:42 2020
51290	86608	58416	Sat Jan 25 18:53:43 2020
51288	86554	58380	Sat Jan 25 18:53:44 2020
51288	86536	58392	Sat Jan 25 18:53:45 2020
51292	86480	58376	Sat Jan 25 18:53:46 2020
51292	86554	58350	Sat Jan 25 18:53:47 2020
51290	86540	58354	Sat Jan 25 18:53:48 2020
51292	86530	58400	Sat Jan 25 18:53:49 2020
51296	86580	58386	Sat Jan 25 18:53:50 2020
51296	86578	58450	Sat Jan 25 18:53:51 2020
51298	86572	58390	Sat Jan 25 18:53:52 2020
51306	86586	58402	Sat Jan 25 18:53:53 2020
51304	86598	58406	Sat Jan 25 18:53:54 2020
51308	86578	58374	Sat Jan 25 18:53:55 2020
51308	86538	58380	Sat Jan 25 18:53:56 2020
51314	86640	58392	Sat Jan 25 18:53:57 2020
51318	86580	58428	Sat Jan 25 18:53:58 2020
51326	86620	58374	Sat Jan 25 18:53:59 2020
51326	86652	58332	Sat Jan 25 18:54:00 2020
51322	86620	58380	Sat Jan 25 18:54:01 2020
51322	86600	58384	Sat Jan 25 18:54:02 2020
51322	86612	58380	Sat Jan 25 18:54:03 2020
51326	86646	58374	Sat Jan 25 18:54:04 2020
51328	86654	58394	Sat Jan 25 18:54:05 2020
51332	86614	58360	Sat Jan 25 18:54:06 2020
51334	86658	58428	Sat Jan 25 18:54:07 2020
51330	86650	58386	Sat Jan 25 18:54:08 2020
51338	86688	58402	Sat Jan 25 18:54:09 2020
51338	86662	58358	Sat Jan 25 18:54:10 2020
51346	86616	58416	Sat Jan 25 18:54:11 2020
51346	86688	58384	Sat Jan 25 18:54:12 2020
51348	86664	58386	Sat Jan 25 18:54:13 2020
51352	86898	58410	Sat Jan 25 18:54:14 2020
51356	86872	58324	Sat Jan 25 18:54:15 2020
51358	86824	58294	Sat Jan 25 18:54:16 2020
51350	86860	58404	Sat Jan 25 18:54:17 2020
51356	86828	58366	Sat Jan 25 18:54:18 2020
51350	86684	58408	Sat Jan 25 18:54:19 2020
51354	86686	58404	Sat Jan 25 18:54:20 2020
51356	86750	58394	Sat Jan 25 18:54:21 2020
51356	86826	58400	Sat Jan 25 18:54:22 2020
51354	86836	58362	Sat Jan 25 18:54:23 2020
51358	86760	58314	Sat Jan 25 18:54:24 2020
51354	86806	58260	Sat Jan 25 18:54:25 2020
51352	86814	58338	Sat Jan 25 18:54:26 2020
51352	86818	58336	Sat Jan 25 18:54:27 2020
51354	86762	58370	Sat Jan 25 18:54:28 2020
51352	86802	58260	Sat Jan 25 18:54:29 2020
51358	86786	58344	Sat Jan 25 18:54:30 2020
51358	86694	58330	Sat Jan 25 18:54:31 2020
51358	86814	58368	Sat Jan 25 18:54:32 2020
51354	86842	58332	Sat Jan 25 18:54:33 2020
51352	86706	58384	Sat Jan 25 18:54:34 2020
51354	86774	58404	Sat Jan 25 18:54:35 2020
51356	86664	58368	Sat Jan 25 18:54:36 2020
51354	86722	58316	Sat Jan 25 18:54:37 2020
51362	86792	58386	Sat Jan 25 18:54:38 2020
51356	86680	58392	Sat Jan 25 18:54:39 2020
51352	86656	58352	Sat Jan 25 18:54:40 2020
51352	86620	58324	Sat Jan 25 18:54:41 2020
51356	86636	58354	Sat Jan 25 18:54:42 2020
51356	86632	58372	Sat Jan 25 18:54:43 2020
51354	86646	58332	Sat Jan 25 18:54:44 2020
51358	86616	58352	Sat Jan 25 18:54:45 2020
51358	86662	58366	Sat Jan 25 18:54:46 2020
51364	86652	58338	Sat Jan 25 18:54:47 2020
51360	86634	58292	Sat Jan 25 18:54:48 2020
51350	86586	58400	Sat Jan 25 18:54:49 2020
51348	86584	58394	Sat Jan 25 18:54:50 2020
51354	86592	58412	Sat Jan 25 18:54:51 2020
51346	86604	58392	Sat Jan 25 18:54:52 2020
51348	86588	58394	Sat Jan 25 18:54:53 2020
51346	86596	58358	Sat Jan 25 18:54:54 2020
51350	86616	58380	Sat Jan 25 18:54:55 2020
51346	86584	58388	Sat Jan 25 18:54:56 2020
51350	86590	58344	Sat Jan 25 18:54:57 2020
51342	86594	58342	Sat Jan 25 18:54:58 2020
51346	86492	58460	Sat Jan 25 18:54:59 2020
51344	86582	58342	Sat Jan 25 18:55:00 2020
51340	86620	58328	Sat Jan 25 18:55:01 2020
51346	86544	58414	Sat Jan 25 18:55:02 2020
51348	86554	58376	Sat Jan 25 18:55:03 2020
51344	86544	58372	Sat Jan 25 18:55:04 2020
51332	86520	58364	Sat Jan 25 18:55:05 2020
51334	86530	58338	Sat Jan 25 18:55:06 2020
51334	86564	58348	Sat Jan 25 18:55:07 2020
51336	86556	58386	Sat Jan 25 18:55:08 2020
51332	86520	58364	Sat Jan 25 18:55:09 2020
51338	86538	58368	Sat Jan 25 18:55:10 2020
51330	86542	58390	Sat Jan 25 18:55:11 2020
51328	86532	58362	Sat Jan 25 18:55:12 2020
51328	86536	58340	Sat Jan 25 18:55:13 2020
51324	86554	58384	Sat Jan 25 18:55:14 2020
51322	86492	58390	Sat Jan 25 18:55:15 2020
51320	86500	58336	Sat Jan 25 18:55:16 2020
51318	86498	58372	Sat Jan 25 18:55:17 2020
51326	86548	58394	Sat Jan 25 18:55:18 2020
51320	86510	58372	Sat Jan 25 18:55:19 2020
51320	86518	58348	Sat Jan 25 18:55:20 2020
51316	86480	58332	Sat Jan 25 18:55:21 2020
51312	86482	58378	Sat Jan 25 18:55:22 2020
51310	86482	58390	Sat Jan 25 18:55:23 2020
51308	86482	58366	Sat Jan 25 18:55:24 2020
51306	86486	58382	Sat Jan 25 18:55:25 2020
51306	86466	58356	Sat Jan 25 18:55:26 2020
51304	86452	58354	Sat Jan 25 18:55:27 2020
51302	86412	58362	Sat Jan 25 18:55:28 2020
51298	86402	58374	Sat Jan 25 18:55:29 2020
51296	86438	58354	Sat Jan 25 18:55:30 2020
51296	86438	58354	Sat Jan 25 18:55:31 2020
51292	86414	58366	Sat Jan 25 18:55:32 2020
51290	86428	58350	Sat Jan 25 18:55:33 2020
51300	86444	58408	Sat Jan 25 18:55:34 2020
51296	86418	58366	Sat Jan 25 18:55:35 2020
51294	86444	58372	Sat Jan 25 18:55:36 2020
51286	86418	58314	Sat Jan 25 18:55:37 2020
51284	86384	58322	Sat Jan 25 18:55:38 2020
51282	86410	58318	Sat Jan 25 18:55:39 2020
51276	86370	58304	Sat Jan 25 18:55:40 2020
51278	86408	58366	Sat Jan 25 18:55:41 2020
51276	86382	58350	Sat Jan 25 18:55:42 2020
51276	86346	58332	Sat Jan 25 18:55:43 2020
51272	86306	58390	Sat Jan 25 18:55:44 2020
51274	86368	58376	Sat Jan 25 18:55:45 2020
51270	86344	58350	Sat Jan 25 18:55:46 2020
51266	86310	58346	Sat Jan 25 18:55:47 2020
51266	86310	58356	Sat Jan 25 18:55:48 2020
51266	86370	58368	Sat Jan 25 18:55:49 2020
51272	86350	58354	Sat Jan 25 18:55:50 2020
51270	86356	58360	Sat Jan 25 18:55:51 2020
51264	86340	58324	Sat Jan 25 18:55:52 2020
51264	86338	58334	Sat Jan 25 18:55:53 2020
51258	86334	58326	Sat Jan 25 18:55:54 2020
51256	86288	58312	Sat Jan 25 18:55:55 2020
51258	86296	58322	Sat Jan 25 18:55:56 2020
51254	86324	58382	Sat Jan 25 18:55:57 2020
51252	86316	58330	Sat Jan 25 18:55:58 2020
51252	86318	58380	Sat Jan 25 18:55:59 2020
51250	86294	58340	Sat Jan 25 18:56:00 2020
51248	86286	58358	Sat Jan 25 18:56:01 2020
51244	86252	58352	Sat Jan 25 18:56:02 2020
51246	86272	58374	Sat Jan 25 18:56:03 2020
51244	86284	58342	Sat Jan 25 18:56:04 2020
51242	86280	58346	Sat Jan 25 18:56:05 2020
51250	86316	58342	Sat Jan 25 18:56:06 2020
51248	86292	58372	Sat Jan 25 18:56:07 2020
51246	86306	58370	Sat Jan 25 18:56:08 2020
51238	86240	58316	Sat Jan 25 18:56:09 2020
51238	86272	58370	Sat Jan 25 18:56:10 2020
51240	86272	58370	Sat Jan 25 18:56:11 2020
51234	86272	58444	Sat Jan 25 18:56:12 2020
51236	86240	58348	Sat Jan 25 18:56:13 2020
